nome,genero,presença_plenario,ausencia_justificada_plenario,ausencia_plenario,presenca_comissao,ausencia_justificada_comissao,ausencia_comissao,data_nascimento,quant_viagem,salario_bruto_par,gasto_total_par,gasto_jan_par,gasto_fev_par,gasto_mar_par,gasto_abr_par ,gasto_maio_par,gasto_junho_par,gasto_jul_par,gasto_agosto_par,gasto_set_par,gasto_out_par,gasto_nov_par,gasto_dez_par,gasto_jan_gab,gasto_fev_gab,gasto_mar_gab,gasto_abr_gab ,gasto_maio_gab,gasto_junho_gab,gasto_jul_gab,gasto_agosto_gab,gasto_set_gab,gasto_out_gab,gasto_nov_gab,gasto_dez_gab,gasto_total_gab
GUILHERME MURARO DERRITE,M,90,0,2,21,0,0,10/10/1984,0,"33.763,00","311.577,86",33369.05,45785.15,42375.69,37535.61,31336.58,34084.37,31084.94,27610.70,13235.82,15159.95,0,0,111429.18,111429.18,111078.93,111198.68,111198.68,111198.68,104902.34,104902.34,104902.34,104902.34,0,0,1087142.69
CARLOS FELIPE VAZQUEZ DE SOUZA LEÃO,M,71,5,16,12,3,14,03/11/1979,0,"33.763,00","366.087,19",30097.59,41252.22,49713.11,49721.69,45749.21,41212.41,38074.00,37034.37,15502.42,17509.15,221.02,0,107850.28,108483.94,109030.38,109215.09,109215.09,107121.98,105670.31,109215.09,109215.09,109215.09,0,0,1084232.34
ELVINO JOSÉ BOHN GASS,M,90,2,0,24,0,15,05/02/1962,0,"33.763,00","356.144,70",30693.35,43618.49,51772.61,63215.02,45029.72,40093.42,35113.72,22679.14,12788.68,11078.65,61.90,0,111641.36,111557.99,111508.13,111641.38,111641.38,110811.40,111604.98,111604.98,111604.98,109839.67,0,0,1113456.25
JOÃO BOSCO GOMES SARAIVA,M,71,3,18,16,1,9,10/10/1959,0,"33.763,00","439.146,04",36572.34,70842.66,44263.27,65965.82,34723.62,32000.51,62345.58,33068.34,15213.66,42105.16,2045.08,0,111611.12,111611.12,109394.55,111611.12,111611.12,111393.56,111146.01,111574.73,111574.73,111210.17,0,0,1112738.23
NICOLINO BOZZELLA JUNIOR,M,83,8,1,42,5,9,17/08/1980,0,"33.763,00","323.600,79",29348.65,39636.09,43735.10,36718.08,40304.87,30143.90,40029.84,26482.22,25062.37,11174.19,965.48,0,111623.09,111642.57,107512.59,110707.93,111134.28,111357.59,110509.90,111392.57,111392.57,111388.46,0,0,1108661.55
UBIRAJARA DO PINDARÉ ALMEIDA SOUSA,M,82,10,0,21,10,26,01/11/1968,0,"33.763,00","387.766,48",20679.85,23825.08,34402.73,76284.21,96746.00,27251.80,28044.88,18372.93,31746.67,30336.85,75.48,0,111574.65,111574.65,111574.65,111574.65,111574.65,111574.65,111574.65,111574.65,111574.65,111574.65,0,0,1115746.50
ALCIBIO MESQUITA BIBO NUNES,M,90,1,1,33,0,23,09/01/1957,0,"33.763,00","439.324,04",36377.50,114136.35,111815.04,46216.96,43243.88,31393.94,31363.41,20069.13,4504.01,203.82,0,0,107838.27,106661.35,107626.01,107100.08,108678.71,110863.76,102938.79,80792.43,71989.13,73592.08,0,0,978080.61
JOÃO BOSCO DA COSTA,M,88,2,2,37,0,9,28/09/1950,0,"33.763,00","377.536,38",31663.79,50001.03,50347.54,42678.14,42852.09,50270.89,42871.55,39751.16,27086.09,14.10,0,0,109107.22,111544.51,111544.51,111544.51,111544.51,111544.51,111544.51,106200.33,104641.61,107654.94,0,0,1096871.16
OLAVO BILAC PINTO NETO,M,80,5,7,54,3,7,08/06/1963,0,"33.763,00","366.957,28",38107.55,39391.23,36766.95,36370.18,36320.33,35989.93,35978.06,36058.35,36004.29,35970.41,0,0,111532.26,111532.26,111532.26,111532.26,111532.26,110224.07,111532.26,111532.26,111532.26,111532.26,0,0,1114014.41
HUMBERTO REZENDE PEREIRA,M,87,2,3,29,3,42,14/11/1977,0,"33.763,00","317.620,57",31302.38,37733.45,46071.17,46424.41,43050.57,37786.28,29839.31,16128.37,5877.55,23407.08,0,0,111514.04,111586.80,110868.87,111514.00,111457.65,111586.78,110672.43,111629.28,111629.28,111629.28,0,0,1114088.41
CARLOS ALBERTO DE SOUSA ROSADO SEGUNDO,M,77,13,2,18,9,7,01/02/1982,0,"33.763,00","411.553,49",37157.27,49871.28,47518.82,51520.30,44584.40,32245.60,35040.79,36239.48,25857.60,51517.95,0,0,111436.53,111580.74,111495.03,111145.61,111498.95,111507.99,111507.99,111485.68,111392.71,111406.01,0,0,1114457.24
JOSÉ ROBERTO OLIVEIRA FARO,M,82,0,10,5,0,17,20/06/1969,0,"33.763,00","343.680,40",50640.64,51528.80,51595.33,38245.47,56264.93,15343.49,16815.59,14152.72,12879.36,8054.07,28160.00,0,111210.84,110666.21,109899.05,111210.84,111210.84,110568.67,110434.02,111210.84,111210.84,109510.45,0,0,1107132.60
HUGO MOTTA WANDERLEY DA NÓBREGA,M,78,9,5,0,6,18,11/09/1989,0,"33.763,00","301.355,97",42647.30,52115.97,50321.06,50233.24,33832.88,19843.09,21744.93,18363.15,3118.39,8465.44,670.52,0,111572.21,111586.88,111586.88,111586.88,111552.45,111623.28,111623.28,111623.28,111623.28,111623.28,0,0,1116001.70
LUIZ BENES LEOCADIO DE ARAUJO,M,88,3,1,35,2,6,22/04/1966,0,"33.763,00","344.846,46",32697.33,37181.80,51640.86,47232.83,43851.34,39594.20,33482.93,21709.18,17997.68,19068.31,390.00,0,110203.77,110203.77,106658.99,104203.11,106527.95,105841.47,105921.33,105964.18,107249.74,107227.43,0,0,1070001.74
HUGO LEAL MELO DA SILVA,M,83,2,7,70,1,31,06/08/1962,0,"33.763,00","256.116,73",40671.93,32691.99,28417.24,37481.29,39390.80,39996.77,11917.66,7954.59,11414.08,5766.53,413.85,0,101280.05,101256.77,102301.08,103730.03,106151.93,99244.75,96057.39,87682.43,83827.22,85341.40,0,0,966873.05
HERMES PARCIANELLO,M,76,5,11,0,0,24,25/04/1958,0,"33.763,00","323.233,63",23550.01,91180.85,21686.73,22782.96,98142.11,27564.61,19639.11,9399.11,6442.33,2845.81,0,0,111531.28,111653.59,111465.33,111601.60,110761.67,111617.19,108353.75,111617.15,110465.86,106312.30,0,0,1105379.72
HIRAN MANUEL GONCALVES DA SILVA,M,77,4,11,27,3,18,19/06/1957,1,"33.763,00","375.045,21",34740.26,45379.55,50365.66,68428.93,60380.39,35706.97,31871.73,12574.08,14926.10,20671.54,0,0,81241.74,91423.62,101326.80,102815.66,102432.93,106282.44,110906.64,111574.66,111574.66,108457.22,0,0,1028036.37
HILDO AUGUSTO DA ROCHA NETO,M,88,3,1,47,1,12,22/04/1960,4,"33.763,00","325.842,21",37771.29,41668.52,63474.79,41172.58,35711.78,37398.45,27224.54,14043.48,2003.75,25192.94,180.09,0,111592.93,111592.93,111065.20,111592.93,111592.93,107958.49,84561.70,86983.92,86983.92,86983.92,0,0,1010908.87
HERCULANO CASTILHO PASSOS JUNIOR,M,87,3,2,38,8,4,04/08/1956,0,"33.763,00","354.756,78",64046.08,40932.16,37578.21,27556.28,42217.44,32275.57,29438.11,26350.96,36350.30,17507.24,504.43,0,111004.62,107856.45,107856.45,110100.81,104656.25,104938.80,100880.76,102189.81,104938.80,110420.89,0,0,1064843.64
HELIO LEITE DA SILVA,M,86,3,3,26,0,39,09/12/1957,0,"33.763,00","311.501,18",38353.51,33114.24,50848.23,40083.76,82360.81,17710.54,18649.82,15787.41,9152.86,5140.00,300.00,0,111538.26,111538.26,111538.26,111538.26,111538.26,111538.26,111538.26,111538.26,111538.26,111467.04,0,0,1115311.38
HELIO FERNANDO BARBOSA LOPES,M,85,2,5,11,2,19,28/03/1969,0,"33.763,00","325.927,32",25399.76,20129.73,20908.71,15959.57,126009.87,40424.07,19559.06,19728.52,21207.48,15998.68,601.87,0,100983.71,100983.71,105907.19,107619.71,109879.71,110955.90,110955.90,110955.90,110955.90,110955.90,0,0,1080153.53
HENRIQUE FONTANA JÚNIOR,M,87,3,2,10,2,8,18/01/1960,0,"33.763,00","243.460,56",15878.57,12589.61,38772.48,30692.56,39615.05,29232.23,31433.45,19791.30,9180.71,16274.60,0,0,111204.73,110084.73,107446.09,105775.84,105862.69,107355.35,110206.59,105283.68,110660.36,111580.75,0,0,1085460.81
HELDER IGNACIO SALOMAO,M,88,3,1,35,9,11,08/03/1964,0,"33.763,00","288.776,51",22858.70,46569.54,43715.68,35739.34,39193.71,25804.13,25901.62,20309.17,15007.85,13093.49,583.28,0,108620.67,108620.67,108620.67,108620.67,108620.67,111370.72,111465.55,111465.55,111465.55,111465.55,0,0,1100336.27
HEITOR JOSE SCHUCH,M,77,12,3,27,4,4,25/03/1962,0,"33.763,00","313.545,08",17534.05,27229.69,41738.13,47628.10,71235.90,26290.08,28128.15,20506.74,21382.34,10961.55,910.35,0,107595.60,107595.60,107595.60,110706.76,111653.64,111528.48,108951.61,106686.31,103422.30,103422.30,0,0,1079158.20
HÉLIO FRANCISCO DA COSTA,M,86,6,0,41,4,11,03/03/1954,0,"33.763,00","363.010,49",30626.82,25895.84,42089.22,59253.62,53304.15,42968.62,28285.02,47223.51,18135.05,12970.51,2258.13,0,108966.57,108966.57,105181.11,107906.65,111392.87,111392.87,111392.87,110279.50,111392.87,90758.58,0,0,1077630.46
HEITOR RODRIGO PEREIRA FREIRE,M,79,13,0,21,20,30,08/10/1981,1,"33.763,00","426.134,22",44459.28,22147.14,58578.83,44388.99,47573.98,24699.86,52243.35,24034.75,32084.10,75923.94,0,0,111447.23,110953.30,110359.50,110475.29,111481.10,109817.62,111314.25,111150.06,110377.84,109281.31,0,0,1106657.50
HAROLDO ALVES CAMPOS,M,37,0,4,0,0,0,11/05/1953,0,"33.763,00","201.866,18",36917.58,38592.67,38415.39,17064.17,17838.49,27749.28,25028.60,260.00,0,0,0,0,110733.36,111538.36,111538.36,111538.36,111538.36,106037.07,108248.33,108152.26,111475.89,110582.12,0,0,1101382.47
GUILHERME MUSSI FERREIRA,M,55,15,22,0,2,1,14/10/1982,0,"33.763,00","167.260,89",13411.67,40786.13,29938.94,21082.66,27120.16,3643.94,8274.08,7555.10,5000.20,10287.16,160.85,0,111423.08,111370.21,110695.37,111335.52,111363.58,111326.61,111432.25,111611.10,111611.10,111611.10,0,0,1113779.92
JOÃO CARLOS SOARES GURGEL,M,91,0,1,45,0,9,02/12/1980,1,"33.763,00","297.700,37",30854.01,50602.99,53138.70,41056.98,41300.20,29009.30,16063.62,23894.73,4534.47,7038.58,206.79,0,108173.01,94076.65,98798.22,97414.57,105810.92,106438.09,111465.45,110479.86,110137.04,100537.37,0,0,1043331.18
LUIZ AUGUSTO CARVALHO RIBEIRO FILHO,M,76,8,8,9,3,17,16/02/1982,0,"33.763,00","294.493,37",6994.32,72060.11,19440.13,61050.02,53501.99,62592.98,9368.45,5296.21,4189.16,0,0,0,111671.61,111671.61,111671.61,111671.61,111671.61,111671.61,111671.61,111671.61,111671.61,111671.61,0,0,1116716.10
GUTEMBERG REIS DE OLIVEIRA,M,80,0,12,28,0,19,09/09/1979,0,"33.763,00","319.328,21",31811.03,37058.19,39957.54,35397.82,39003.29,35548.76,35184.90,23289.89,18535.79,21346.48,2194.52,0,111586.82,111586.82,110729.78,110789.77,111586.82,111146.85,111458.26,111246.74,111586.82,111586.82,0,0,1113305.50
GUSTAVO BONATO FRUET,M,91,1,0,26,0,1,18/04/1963,0,"33.763,00","371.154,57",51898.88,69808.76,56026.78,68837.63,47334.53,23097.35,16604.91,8174.92,2810.21,26188.67,371.93,0,105805.10,106054.78,106054.78,106054.78,106054.78,106019.19,103701.22,103701.22,108481.10,111352.39,0,0,1063279.34
JOSÉ GUILHERME NEGRÃO PEIXOTO,M,92,0,0,20,0,12,13/11/1961,0,"33.763,00","245.565,09",20164.29,30365.65,19433.99,27096.29,44132.42,31276.49,28081.91,26381.12,12089.61,5804.07,739.25,0,108657.03,110067.97,109025.07,109756.34,109965.86,101721.15,95424.72,107166.92,106267.03,106325.54,0,0,1064377.63
DAMIÃO FELICIANO DA SILVA,M,81,10,1,29,7,24,28/04/1952,0,"33.763,00","296.601,23",33696.89,30513.30,45137.92,53251.62,39985.25,21830.00,19723.61,12971.79,10939.09,27967.01,584.75,0,111054.03,106603.56,94753.60,91868.67,107855.77,111429.12,111429.12,109759.06,107977.67,108783.05,0,0,1061513.65
GLAUBER DE MEDEIROS BRAGA,M,88,3,1,46,3,16,26/06/1982,0,"33.763,00","240.784,34",17256.11,31524.84,46990.34,41104.72,43161.14,26199.00,21782.77,8772.04,3355.87,637.51,0,0,111635.78,111635.78,111635.78,100164.04,106112.74,110185.24,108335.96,106862.15,108335.96,108335.96,0,0,1083239.39
GLAUSKSTON BATISTA RIOS,M,73,7,12,10,2,2,22/12/1973,0,"33.763,00","242.210,77",10991.80,11824.00,26296.76,43887.86,121027.92,6316.73,6012.78,307.54,1.58,15543.80,0,0,111277.44,110313.37,111653.47,111653.47,111653.47,111548.53,99804.96,101249.81,111501.81,111501.81,0,0,1092158.14
LUIZ GONZAGA PATRIOTA,M,80,6,6,28,7,25,26/04/1946,0,"33.763,00","303.093,71",22780.56,36532.80,44638.78,37071.52,47392.53,33365.05,14810.82,24195.76,14592.64,21187.43,6525.82,0,111537.98,111533.39,111580.83,111580.83,111580.83,111580.83,111580.83,111580.83,111580.83,111580.83,0,0,1115718.01
DAGOBERTO NOGUEIRA FILHO,M,80,10,2,4,0,0,21/07/1955,0,"33.763,00","386.909,13",33561.82,43913.03,45172.41,46082.30,39158.72,43879.61,41129.03,39057.91,31905.09,23049.21,0,0,111166.05,111277.60,111277.60,111277.60,111277.60,111277.60,110863.55,110859.05,110859.05,111211.03,0,0,1111346.73
JOSIAS MARIO DA VITORIA,M,89,0,3,0,0,0,02/06/1971,0,"33.763,00","336.091,49",39721.75,61373.19,36361.78,48373.97,37143.23,27515.03,30632.01,27567.15,23415.71,3962.95,24.72,0,109916.03,109232.89,110340.24,110968.15,110968.15,110968.15,111559.84,110395.01,111192.57,108308.77,0,0,1103849.80
LUIS ANTONIO FRANCISCATTO COVATTI,M,89,0,3,33,1,12,25/07/1987,0,"33.763,00","351.828,20",39901.49,64904.76,45888.49,45547.51,61494.69,34354.07,35673.58,7646.43,612.00,15105.40,699.78,0,110922.09,111617.12,107422.09,109771.87,110840.89,108844.64,97398.86,110212.41,110288.12,110463.07,0,0,1087781.16
CRISTIANO DUTRA VALE,M,80,12,0,25,5,3,10/04/1970,0,"33.763,00","326.930,23",20452.98,49639.93,30338.48,43108.68,49829.99,38126.87,26721.78,30470.89,32141.42,5873.85,225.36,0,110040.22,103847.89,110040.22,105919.51,103859.15,98892.22,97650.62,104977.00,107755.43,110676.12,0,0,1053658.38
JOÃO CHRISÓSTOMO DE MOURA,M,89,0,3,68,0,35,23/06/1959,0,"33.763,00","367.958,23",43569.56,50409.86,41654.50,41798.47,49488.53,35493.95,36213.06,25552.93,15905.04,27378.01,494.32,0,107323.44,106208.72,102467.86,107196.50,98159.34,108000.77,107946.98,108363.78,109587.98,109307.85,0,0,1064563.22
CLEBER VERDE CORDEIRO MENDES,M,91,1,0,15,0,19,10/05/1972,0,"33.763,00","272.909,88",14582.42,18944.35,47074.36,45118.81,99276.90,13222.16,16834.74,8782.05,4751.79,4322.30,0,0,110588.35,105407.76,109632.33,97860.55,111342.09,111580.81,111580.81,111580.81,111580.81,110238.31,0,0,1091392.63
LUIZ ARMANDO SCHROEDER REIS,M,84,4,4,40,0,1,23/06/1957,0,"33.763,00","242.139,22",12148.50,26826.54,33216.85,48925.26,49749.39,25127.17,20027.71,10975.22,4534.03,9709.47,899.08,0,101236.10,103071.39,111201.67,110216.08,110773.16,111095.62,111269.37,111508.09,111508.09,110157.74,0,0,1092037.31
MARCIO TADEU ANHAIA DE LEMOS,M,88,0,4,61,0,14,30/09/1965,0,"33.763,00","322.124,15",37359.64,45903.08,33260.17,32063.81,48565.66,27237.62,25482.15,17392.78,17775.38,18817.49,18266.37,0,111127.47,109317.63,107351.00,101360.55,110345.01,108448.48,106340.00,111358.01,111459.56,111459.56,0,0,1088567.27
CHRISTINO AUREO DA SILVA,M,87,5,0,22,7,7,26/04/1962,0,"33.763,00","361.307,10",35707.47,43836.64,42917.16,48167.17,53926.39,32622.07,26143.21,21788.64,18368.80,37504.39,325.16,0,111412.57,111647.36,107066.29,111310.13,111604.92,111604.92,111604.92,111604.92,111585.50,111568.51,0,0,1111010.04
JOÃO FRANCISCO INÁCIO BRAZÃO,M,84,0,8,50,0,4,22/02/1962,0,"33.763,00","291.427,25",5628.16,25886.77,61019.13,45809.13,49940.05,27195.38,11919.52,9234.91,18772.95,36021.25,0,0,111623.18,110117.12,110943.03,111623.18,111623.18,111623.18,111623.18,111623.18,111623.18,111623.18,0,0,1114045.59
CLÁUDIO CAJADO SAMPAIO,M,81,10,1,24,2,1,01/12/1963,1,"33.763,00","315.267,50",25338.77,40167.84,53444.52,42649.60,27640.24,33006.34,28893.21,31157.71,9849.66,22919.61,200.00,0,111538.31,107663.10,107365.01,108851.14,111611.11,111611.11,111611.11,111611.11,111611.11,109134.89,0,0,1102608.00
CHARLLES THOMACELLI EVANGELISTA,M,88,2,2,27,5,4,27/12/1984,0,"33.763,00","267.395,69",22449.08,36430.49,47122.47,36668.39,49948.09,24701.10,21331.84,25587.97,1432.93,1723.33,0,0,102330.37,102010.39,103658.78,105928.21,106859.77,104041.72,106811.02,110258.36,110258.36,107229.36,0,0,1059386.34
CHARLES FERNANDES SILVEIRA SANTANA,M,90,1,1,35,0,6,15/03/1965,0,"33.763,00","317.334,15",24256.26,47074.05,50658.86,46560.45,48292.35,27745.84,27027.00,19586.71,19284.11,6000.00,848.52,0,111439.65,111389.19,111507.90,111507.88,110522.28,111149.99,111433.52,111507.87,111507.87,110870.57,0,0,1112836.72
FRANCISCO JOSÉ D'ANGELO PINTO,M,83,3,6,31,2,34,11/02/1953,0,"33.763,00","280.812,50",31896.36,27273.29,30877.95,43620.43,41207.47,32636.24,30772.24,20679.40,17785.93,4063.19,0,0,111574.71,111574.71,110060.41,111423.07,111423.07,111423.07,111423.07,111423.07,111423.07,111481.37,0,0,1113229.62
CELSO UBIRAJARA RUSSOMANNO,M,89,2,1,30,5,3,20/08/1956,1,"33.763,00","169.493,77",5918.88,28583.18,23440.72,32244.15,24383.53,25438.32,19954.21,5651.37,1220.62,2658.79,0,0,96961.81,98308.99,100425.40,103329.11,103522.12,104152.03,107493.07,105272.98,103828.92,103579.24,0,0,1026873.67
CELSO SABINO DE OLIVEIRA,M,77,6,9,28,4,13,29/08/1978,1,"33.763,00","335.516,25",35687.11,41271.47,41719.51,35533.17,53029.49,42929.38,37781.33,16249.92,14266.05,16996.32,52.50,0,111111.11,111280.24,111379.14,110872.20,109110.72,108438.60,109562.14,105568.87,103896.09,103640.32,0,0,1084859.43
ANTONIO CEZAR CORREIA FREIRE,M,85,0,7,38,0,39,12/12/1973,0,"33.763,00","322.276,68",37003.29,36167.38,38256.80,50290.01,47505.37,20781.53,34316.10,29210.00,16683.05,11517.09,546.06,0,111383.97,110930.03,111423.09,111423.09,111169.89,111423.09,110326.94,111485.72,111538.36,111538.36,0,0,1112642.54
CELIO STUDART BARBOSA,M,80,3,9,16,3,16,19/06/1987,0,"33.763,00","330.702,47",42405.28,77088.77,34915.78,50390.81,46271.91,22564.85,25601.39,14560.40,4343.55,12409.73,150.00,0,111276.50,111198.61,111550.82,111653.55,111653.55,107237.22,111313.87,108312.84,107025.30,107025.30,0,0,1098247.56
CELSO MALDANER,M,82,5,5,22,2,1,30/08/1953,0,"33.763,00","315.669,00",24041.12,30121.77,39390.58,32327.41,41007.63,27013.34,28086.87,25892.83,22035.17,45612.04,140.24,0,111010.67,111140.65,111370.11,108394.27,109190.92,109485.71,110743.36,111470.49,111162.32,110592.90,0,0,1104561.40
CASSIO COELHO ANDRADE,M,70,22,0,36,15,25,12/09/1981,0,"33.763,00","302.152,96",21728.53,30200.32,26323.38,50683.51,58046.30,36031.58,14449.73,9264.77,3863.84,51561.00,0,0,111653.55,111594.40,111574.68,111574.68,111574.68,111574.67,110238.62,111444.93,111465.48,111465.48,0,0,1114161.17
CELIO ANTONIO DA SILVEIRA,M,88,4,0,31,1,6,19/09/1959,0,"33.763,00","233.944,75",18102.06,29238.30,30935.93,27982.39,31959.23,18044.17,17332.28,17806.01,16854.28,25646.41,43.69,0,111671.79,111671.79,111671.79,111671.79,111671.79,110968.96,109631.33,111578.65,111441.29,111441.29,0,0,1113420.47
CELIO ALVES DE MOURA,M,88,0,4,55,0,34,13/08/1953,0,"33.763,00","433.740,30",31534.98,24693.74,51336.16,56438.80,65154.84,58388.47,36339.51,45541.60,25197.73,35259.62,3854.85,0,111544.38,111544.38,111544.38,111544.38,111544.38,111544.38,111544.38,111544.38,111544.38,111544.38,0,0,1115443.80
CARLOS ALBERTO ROLIM ZARATTINI,M,86,2,4,20,1,19,08/06/1959,0,"33.763,00","297.144,40",27151.54,32367.11,64118.33,25278.01,55777.06,28292.59,25051.27,14054.68,10433.06,13858.47,762.28,0,111544.42,111544.42,111544.42,111544.42,111544.42,111544.42,111544.42,111544.42,111544.42,111544.42,0,0,1115444.20
FELIPE RIGONI LOPES,M,86,6,0,84,7,32,13/06/1991,0,"33.763,00","304.207,28",41526.20,36360.96,37743.41,40781.58,54439.33,34092.96,18297.10,23638.57,8762.92,8564.25,0,0,97934.05,100493.35,100959.56,100959.56,104522.55,89598.50,80482.02,93565.41,93565.41,99429.69,0,0,961510.10
FELIX DE ALMEIDA MENDONÇA JÚNIOR,M,86,6,0,30,8,16,29/11/1963,0,"33.763,00","317.051,45",30256.20,36235.51,35264.16,42584.56,50388.49,23719.29,43121.12,20178.34,14497.37,19187.20,1619.21,0,111574.69,111574.69,111574.69,111574.69,111574.69,99983.33,107556.02,108772.32,109170.84,110100.73,0,0,1093456.69
LUIS FELIPE BONATTO FRANCISCHINI,M,86,2,4,26,1,39,02/10/1991,0,"33.763,00","285.261,63",36420.46,40851.46,28714.76,44628.80,52025.43,41969.22,15569.99,12110.34,3248.13,9523.04,200.00,0,111598.86,111598.86,111598.86,111598.86,111598.86,111598.86,111598.86,110754.73,107237.53,107993.61,0,0,1107177.89
FELIPE AUGUSTO LYRA CARRERAS,M,77,4,11,70,1,41,16/04/1975,0,"33.763,00","169.230,68",14274.35,20364.98,19915.93,14515.87,21740.82,16037.40,21745.42,29974.45,4715.52,5945.94,0,0,108137.52,111659.58,111659.58,111659.58,111659.58,111571.02,109331.88,111617.16,111617.16,111617.16,0,0,1110530.22
FELÍCIO LATERÇA DE ALMEIDA,M,84,7,1,103,6,6,26/05/1967,0,"33.763,00","343.719,83",33761.68,41861.86,62060.32,40359.41,38642.49,19555.55,32436.61,22935.73,20966.82,30530.69,608.67,0,103822.74,108245.62,111562.78,109721.17,92281.25,106166.20,108227.55,109988.01,108902.30,111086.75,0,0,1070004.37
FAUSTO RUY PINATO,M,77,12,3,43,11,11,01/06/1977,0,"33.763,00","319.737,01",23272.69,28054.73,37320.63,39811.88,63069.18,29443.84,35430.36,32548.24,26577.30,4208.16,0,0,91753.84,90661.58,91078.38,93641.40,98083.43,98203.30,101733.13,105365.38,105151.12,105151.12,0,0,980822.68
FÁBIO RICARDO TRAD,M,90,1,1,88,0,3,18/08/1969,0,"33.763,00","152.297,71",9479.45,21339.35,11214.78,41034.10,25209.13,12053.32,5465.70,14089.48,2400.90,10011.50,0,0,111501.88,111501.88,111501.88,111324.76,111501.88,111501.88,111501.88,111501.88,110217.75,110173.47,0,0,1112229.14
FABIO DE ALMEIDA REIS,M,80,4,8,35,0,1,15/04/1977,0,"33.763,00","311.152,08",39865.80,33581.68,32144.11,43493.01,38648.54,34772.71,32086.43,21185.40,13796.32,20587.04,991.04,0,108307.92,109336.37,109408.57,111574.66,111574.66,111574.66,111574.66,111574.66,111574.66,110708.23,0,0,1107209.05
FÁBIO AUGUSTO RAMALHO DOS SANTOS,M,88,0,4,19,0,17,22/12/1961,0,"33.763,00","279.623,33",37959.25,45891.80,34431.36,27698.63,36101.94,23280.97,25058.29,19706.66,16954.06,11293.22,1247.15,0,106849.52,105995.76,104102.48,110337.36,103699.99,104762.87,104762.87,110775.07,111665.77,110131.11,0,0,1073082.80
JOSÉ CARLOS VERAS DOS SANTOS,M,89,3,0,42,8,33,10/08/1981,0,"33.763,00","337.620,48",23450.32,50658.26,60586.84,37074.81,65132.56,29707.30,34668.74,24844.59,5992.91,5504.15,0,0,102271.86,100443.89,100443.89,105043.78,108026.51,106855.41,109678.36,109831.56,109119.16,111059.01,0,0,1062773.43
FÁBIO LUIZ SCHIOCHET FILHO,M,85,3,4,20,2,5,31/05/1988,0,"33.763,00","366.563,96",37195.31,40305.37,42043.11,46815.31,43700.43,50167.04,38185.13,25939.12,21593.26,17300.62,3319.26,0,111568.63,111568.63,111568.63,111568.63,111568.63,111544.55,111526.14,111107.56,111107.56,110990.16,0,0,1114119.12
EXPEDITO GONCALVES FERREIRA NETTO,M,82,9,1,2,3,16,05/10/1988,0,"33.763,00","210.097,39",14767.54,30093.83,31810.97,30510.09,25416.15,18925.02,27570.19,12641.28,1388.85,15991.39,982.08,0,111544.33,111544.33,111544.33,111529.16,111539.45,111100.52,109785.83,109894.82,110132.19,100766.33,0,0,1099381.29
EVAIR VIEIRA DE MELO,M,87,3,2,67,1,4,02/04/1972,0,"33.763,00","308.184,85",38264.38,44663.80,61029.26,38441.09,43315.06,24394.91,23069.95,14844.44,2615.55,17430.15,116.26,0,106904.01,110527.26,107201.84,107178.21,108042.26,111172.72,111328.33,111555.88,111526.13,111526.13,0,0,1096962.77
FABIO CRUZ MITIDIERI,M,54,10,8,17,8,19,24/02/1977,0,"33.763,00","227.041,28",35258.61,43620.72,33042.39,44648.72,45112.33,24812.68,545.83,0,0,0,0,0,109876.31,106389.76,109876.31,109876.31,109876.31,107693.02,97566.52,111538.26,111538.26,111538.26,0,0,1085769.32
EUCLYDES MARCOS PETTERSEN NETO,M,77,14,1,6,6,13,15/08/1984,1,"33.763,00","229.414,98",39458.55,32301.23,28593.33,36303.64,35945.83,21880.35,11556.55,10510.19,6865.31,6000.00,0,0,101942.13,110241.46,111623.19,111623.22,111623.22,110951.73,109856.30,110901.19,111623.22,111623.22,0,0,1102008.88
FABIO HENRIQUE SANTANA DE CARVALHO,M,90,0,2,75,0,22,19/06/1972,0,"33.763,00","368.974,61",40955.79,38278.23,46688.34,53420.14,51837.95,35534.63,55589.55,24846.87,10956.64,10828.96,37.51,0,110763.22,111436.47,110870.47,105066.49,109456.57,110377.32,111465.54,111465.54,111465.54,111592.91,0,0,1103960.07
EROS FERREIRA BIONDINI,M,88,4,0,33,1,14,20/05/1971,0,"33.763,00","271.458,23",20515.33,28975.49,33405.69,31526.03,36712.77,29487.20,35290.07,20709.20,17992.30,15160.88,1683.27,0,90223.04,90223.04,86035.27,78682.22,79786.71,78922.44,78922.44,79682.04,86771.60,86771.60,0,0,836020.40
EMIDIO ALVES MADEIRA JUNIOR,M,80,12,0,16,4,2,10/03/1967,0,"33.763,00","299.796,22",56761.57,45061.77,39330.09,32196.96,44434.07,26760.94,20847.93,15245.77,11938.26,7218.86,0,0,110980.22,110980.22,111528.12,111617.15,111623.22,111623.22,111623.28,111623.32,111623.32,111623.32,0,0,1114845.39
ENRICO VAN BLARCUM DE GRAAFF MISASI,M,87,0,5,43,0,21,06/08/1994,0,"33.763,00","311.478,65",24947.21,27020.22,42425.59,43740.70,54222.55,37817.19,41206.87,22642.88,16871.36,525.61,58.47,0,111586.88,111302.18,110816.09,106788.80,110974.20,110159.38,111013.37,111312.77,111544.46,111493.57,0,0,1106991.70
